Date,Close,High,Low,Open,Volume,Ticker,Return_1
,QQQ,QQQ,QQQ,QQQ,QQQ,,
2020-04-20,206.22145080566406,209.26523764848713,206.05666154116753,206.8224486869156,38249100,QQQ,-0.011844403025124683
2020-04-21,198.61196899414062,204.68985419041564,197.3905819539241,204.14701550587498,72932800,QQQ,-0.03689956491817303
2020-04-22,204.50564575195312,205.84336575037688,201.94653887969213,202.69294936488072,40089100,QQQ,0.02967432822735061
2020-04-23,204.06947326660156,207.86935900338594,203.6623442367224,205.3005486219819,43278500,QQQ,-0.002132813907155362
2020-04-24,207.28773498535156,207.73364665495762,203.08072027279724,204.5056792546697,34231900,QQQ,0.015770422039290466
2020-04-27,208.95504760742188,209.9922689560241,207.9275293163275,209.5657485805707,36451700,QQQ,0.00804346973152148
2020-04-28,205.0194091796875,210.66108512783305,204.73830160432567,210.66108512783305,46862800,QQQ,-0.01883485693596898
2020-04-29,212.28965759277344,213.2299371681508,208.54793061615504,209.56576069984925,48716400,QQQ,0.0354612689704612
2020-04-30,212.20236206054688,213.297727568337,210.69016453094818,213.2104888165316,43359500,QQQ,-0.000411209538968782
2020-05-01,206.22145080566406,210.03102479423524,205.19391778211948,207.92751741860945,48795000,QQQ,-0.028184941943182995
2020-05-04,208.62545776367188,208.84840620558884,204.65107970713316,204.98067302838547,32841000,QQQ,0.01165740493346279
2020-05-05,210.99069213867188,213.39469841566665,210.20551368308554,210.77743196663053,37783100,QQQ,0.011337227969940855
2020-05-06,212.28965759277344,214.26714378548894,211.42692852571295,212.67739534311073,36455200,QQQ,0.006156505962110481
2020-05-07,215.02320861816406,215.90531401815738,213.66609721828164,215.02320861816406,38624800,QQQ,0.012876515306432301
2020-05-08,217.97007751464844,218.1057871905839,215.66299823250066,216.70021952027142,31852300,QQQ,0.0137048875580561
2020-05-11,219.9185028076172,220.94602112684336,216.40942746280774,216.64207898067366,35714100,QQQ,0.008938957655037827
2020-05-12,215.3140411376953,221.11081927482257,215.2849615476467,220.5195096250904,41054100,QQQ,-0.020937127213665252
2020-05-13,212.6192169189453,217.7277434087699,210.06981259825136,215.83749616224907,65521200,QQQ,-0.012515784871766189
2020-05-14,215.03292846679688,215.0716963222049,209.37187493748934,211.29120179197287,51549300,QQQ,0.01135227371649905
2020-05-15,216.4288330078125,216.48699219328873,211.64019618696761,212.07640486928702,55747200,QQQ,0.006491585037549985
2020-05-18,220.4613494873047,221.6730484528496,218.56141379242868,219.34659235550222,42398100,QQQ,0.0186320668251565
2020-05-19,219.90878295898438,222.80717168892068,219.76338502572855,220.7230409677058,36237300,QQQ,-0.002506409987988123
2020-05-20,224.29998779296875,224.65864590476062,222.44850847568748,222.4678997980464,37417000,QQQ,0.019968301287917933
2020-05-21,221.85719299316406,225.0270011132384,221.3434338985986,224.34845276109957,43642900,QQQ,-0.010890748697050312
2020-05-22,222.6230010986328,222.82655821432172,220.52918201836184,221.4500701498598,28762400,QQQ,0.0034518065208386517
2020-05-26,222.02197265625,226.41318241165666,221.77963291301256,226.20961051918982,33055300,QQQ,-0.0026997589620872953
2020-05-27,223.2336883544922,223.35002149814196,217.0782672827468,221.68272275453253,55665600,QQQ,0.005457638646055418
2020-05-28,222.9429168701172,226.31628258020308,222.03171689991515,222.08987608248177,42784300,QQQ,-0.0013025430279737238
2020-05-29,226.20962524414062,226.44227673764073,221.75056776181532,223.320939458262,50691800,QQQ,0.014652667238253425
2020-06-01,226.88819885253906,227.26624832700668,224.89132138272296,225.3372330970614,25776000,QQQ,0.0029997556808913917
2020-06-02,228.41006469726562,228.46822387035945,224.90097507774624,227.31468429985065,33383400,QQQ,0.006707558402875069
2020-06-03,229.4375762939453,230.19367510499845,228.13863882790469,229.02074424663735,37228700,QQQ,0.0044985390553675675
2020-06-04,227.8284912109375,230.50391727360528,226.51985037663133,229.0886611270754,38716100,QQQ,-0.007013171551927155
2020-06-05,232.345703125,232.9370128136611,228.4101072393608,228.98202560296414,47365600,QQQ,0.019827247637259626
2020-06-08,234.148681640625,234.27468825916156,230.62021528794094,232.20026048243926,32937300,QQQ,0.007759896100402619
2020-06-09,235.84506225585938,236.69808817061107,233.10177434111446,233.28595492911342,35046300,QQQ,0.007244886468496192
2020-06-10,238.67559814453125,240.22657861686577,237.01798757983315,237.5414497755256,58084400,QQQ,0.012001675428765735
2020-06-11,226.8494415283203,236.12620127466073,226.79128234358578,234.7400247343301,72919400,QQQ,-0.04954908129757596
2020-06-12,228.6524200439453,233.03391235000822,224.63927412301888,231.764054346686,72034800,QQQ,0.007947908108030033
2020-06-15,231.43446350097656,232.11301184932736,224.37753109563903,225.31781051808395,45307400,QQQ,0.012167128852152764
2020-06-16,235.40887451171875,236.90168108834118,231.77377771438674,236.31037141765864,48890100,QQQ,0.017172943694815812
2020-06-17,236.1552734375,237.977673388501,235.29254437816917,236.91137239775637,34749300,QQQ,0.0031706490561556055
2020-06-18,236.7949981689453,237.03733790137557,235.05985219289187,235.8353275036739,30578600,QQQ,0.002708915715213145
2020-06-19,236.75624084472656,239.43166628484292,235.02108000029435,239.16993522063504,49422100,QQQ,-0.00016367458991295436
2020-06-22,239.59559631347656,239.7218220603724,236.3328852332779,236.62418681608952,24068700,QQQ,0.011992737587906532
2020-06-23,241.63478088378906,243.87789196772815,240.64432587072994,241.19781369367854,32767400,QQQ,0.008510943446742303
2020-06-24,236.6533203125,242.1105870146587,235.14819800078607,240.87735604502598,46032400,QQQ,-0.02061566034934692
2020-06-25,238.90618896484375,239.20721053001668,234.15777973012555,236.74076286510964,36940800,QQQ,0.009519700164649425
2020-06-26,233.26438903808594,238.8381916674849,232.7400165351035,238.66339589416802,52824600,QQQ,-0.023615126720672897
2020-06-29,235.80848693847656,235.8182068681514,230.47746111901608,233.0215934435387,34377800,QQQ,0.010906499319856433
2020-06-30,240.43067932128906,240.9744619954085,235.55603066348993,235.74053153155901,38909200,QQQ,0.019601467457015076
2020-07-01,243.23699951171875,244.2371743972742,239.92573342961515,240.46951610716374,34689200,QQQ,0.011672055323187713
2020-07-02,244.88775634765625,246.90753102815472,244.42165905737681,245.69372519734787,31956500,QQQ,0.0067866189734755444
2020-07-06,250.90826416015625,251.43260698241966,248.03395039828118,248.0533754417984,34589000,QQQ,0.024584764474516962
2020-07-07,249.17979431152344,253.32617461330847,248.87877279132954,250.6558013875048,36578200,QQQ,-0.006888851805732177
2020-07-08,252.46192932128906,252.49105948007613,249.07299243534015,250.5101494146849,30426300,QQQ,0.013171754230049348
2020-07-09,254.5885009765625,255.2585242130229,250.17025929514614,254.38458988014128,40312900,QQQ,0.008423335989669711
2020-07-10,256.3266906738281,256.5791717984155,251.7530780769453,254.44286143791035,32885300,QQQ,0.00682744778573352
2020-07-13,251.05392456054688,261.97817828515144,250.22853057456757,259.1815645902231,64108100,QQQ,-0.02057049189618243
2020-07-14,252.83094787597656,253.23879976001152,245.4412958279901,248.51950628560766,72230500,QQQ,0.00707825348096125
2020-07-15,253.34564208984375,255.08382098891826,250.0343749855272,254.24870685449122,54523900,QQQ,0.0020357247330324846
2020-07-16,251.61709594726562,252.25798900030622,248.21843952394656,250.5489408588646,47594100,QQQ,-0.006822876953080259
2020-07-17,251.9084014892578,252.77261576784522,249.72355115384326,252.0734624751554,35137900,QQQ,0.0011577335033436942
2020-07-20,259.0552978515625,259.68647096508647,251.29666036199023,252.54928665940605,40610100,QQQ,0.028371012320561606
2020-07-21,256.3558349609375,260.6381462146528,255.5110307007915,260.62842628349915,43243800,QQQ,-0.010420411831036036
2020-07-22,257.2588806152344,258.1911049193124,254.94778934985078,256.8510584118927,29865500,QQQ,0.003522625706703586
2020-07-23,250.53924560546875,257.55987962671605,249.12149904622095,256.85103598102387,51363500,QQQ,-0.02612012846240963
2020-07-24,248.16018676757812,249.4905132952029,244.04296662942264,246.6841946414828,54054500,QQQ,-0.00949575317887319
2020-07-27,252.58816528320312,252.9765772712625,249.0244475094908,249.81099141634002,36445700,QQQ,0.017843226882207963
2020-07-28,249.3740234375,252.32600805390334,249.08272183855158,251.80163554185938,31302400,QQQ,-0.01272483151417414
2020-07-29,252.24827575683594,253.11251978024725,250.44214680542763,250.917949234446,27556900,QQQ,0.011525868972701137
2020-07-30,253.56890869140625,254.132101581672,249.12150734516553,250.2770529154377,41774500,QQQ,0.005235448807758614
2020-07-31,258.0940246582031,258.2493953936944,253.2970606229339,258.21054530133716,53686300,QQQ,0.017845705099058362
2020-08-03,261.5800476074219,262.3277414198899,260.1137605065968,260.24000106944067,32081600,QQQ,0.013506794486371154
2020-08-04,262.551025390625,262.6481357706427,260.3273251141082,261.0750187357822,24911300,QQQ,0.003711971888086696
2020-08-05,263.2016906738281,263.6580829316367,262.1432553597479,263.0366296468822,21612100,QQQ,0.0024782431614389644
2020-08-06,266.687744140625,267.01789579927606,262.36658315317544,263.00747624371,28048200,QQQ,0.013244798913989442
2020-08-07,263.6094970703125,266.9207629425433,261.45377672311565,266.1439094281882,44969400,QQQ,-0.011542514187263597
2020-08-10,262.4830627441406,264.10472026067606,258.94847581936017,263.90077955879934,35088400,QQQ,-0.004273117390271475
2020-08-11,257.5113525390625,262.6093373363166,256.9675698647367,261.317831259343,43104300,QQQ,-0.018941070532708548
2020-08-12,263.98822021484375,264.939854769437,259.6282386264468,259.67680864590864,38773400,QQQ,0.025151775298134726
2020-08-13,264.5903015136719,266.87223311879126,263.64838685899525,264.76508246799887,31895700,QQQ,0.0022807127467208144
2020-08-14,264.2795104980469,265.4835963583992,262.8812038577982,265.2117050469025,30799500,QQQ,-0.0011746122735679654
2020-08-17,267.3480529785156,267.85298559030247,264.3183980399253,265.99828652498735,24803000,QQQ,0.011610973831024385
2020-08-18,269.92132568359375,270.3971281552767,266.9499309504319,268.41621808912595,23529500,QQQ,0.009625178400999745
2020-08-19,268.1054992675781,270.94093374303674,267.5908466627487,269.882498372121,31999400,QQQ,-0.006727243249183501
2020-08-20,271.8245849609375,272.3101073988203,266.9013803286605,267.30923221541474,27723400,QQQ,0.013871724763271587
2020-08-21,273.7083740234375,274.164766233095,271.36815266191144,272.01876567165306,34748900,QQQ,0.006930164402791927
2020-08-24,275.41748046875,277.7188522300653,273.12579900573434,276.9905685266648,36418500,QQQ,0.006244260707807703
2020-08-25,277.58282470703125,277.77704550129647,274.1938881748113,274.64056044090216,34866600,QQQ,0.007862043595039392
2020-08-26,283.5062255859375,283.75870671152063,277.5537163449001,278.8355025662586,42216700,QQQ,0.021339219691124622
2020-08-27,282.62255859375,285.3415016352423,280.3503174673045,284.4869775260285,49482700,QQQ,-0.0031169227072921357
2020-08-28,284.0597229003906,284.69089606858796,282.506045355181,283.86550209451406,28021000,QQQ,0.0050851011815600256
2020-08-31,286.3417663574219,288.15761584219115,284.147195082468,284.58417720438206,36321000,QQQ,0.00803367486854678
2020-09-01,291.2358093261719,291.3523299766943,287.22538901170105,289.0023882000471,36216200,QQQ,0.01709161409111748
2020-09-02,293.9935607910156,294.7121245277618,288.2935320201625,294.49849346630504,50836800,QQQ,0.009469135925366912
2020-09-03,279.0879821777344,289.97338580169964,276.1748478544158,289.4684531872076,110083300,QQQ,-0.050700357426796905
2020-09-04,275.36883544921875,280.5639303787965,263.9299303817007,277.2915145708037,123959000,QQQ,-0.013326072658145227
2020-09-08,262.13348388671875,270.16401151713103,261.8518726742733,264.3377443113563,99568600,QQQ,-0.04806408663096795
2020-09-09,269.83392333984375,271.94107387942574,265.09522015750355,267.65879255474374,64837900,QQQ,0.029376023768305615
2020-09-10,264.4543151855469,274.0288315234155,262.72585677128575,272.80530569475957,69667500,QQQ,-0.019936737707814123
2020-09-11,262.619140625,267.2510147570753,259.17191298277993,266.2119894612152,71809000,QQQ,-0.006939476707949588
2020-09-14,267.1926574707031,269.19300713903544,265.0563473230026,266.4158039470248,38525200,QQQ,0.01741501717970273
2020-09-15,270.9797058105469,272.32947203931946,267.1635076150416,270.95057565767775,41849900,QQQ,0.014173474584566303
2020-09-16,266.6585693359375,272.2420763293875,266.30900747020036,271.7759938417379,42321000,QQQ,-0.015946347205906486
2020-09-17,262.4928283691406,266.454677977178,258.95821119510555,259.8030154004561,81570800,QQQ,-0.015622002987456418
2020-09-18,259.1427001953125,264.21155482905215,255.02548005726285,263.9202532660517,86251100,QQQ,-0.012762741727621152
2020-09-21,259.76416015625,259.9000909956969,252.5784061400214,254.87008689148132,57168600,QQQ,0.0023981380161166577
2020-09-22,264.5903015136719,265.17290469476177,258.8222929493942,262.1723797764049,41128900,QQQ,0.01857893465564664
2020-09-23,256.51116943359375,264.45430790321154,255.6275152076682,264.26980704098906,48837300,QQQ,-0.030534498180239122
2020-09-24,257.7055969238281,260.9197528813678,253.65632701818288,253.82141767518215,70631700,QQQ,0.004656434621820971
2020-09-25,263.6968688964844,264.5125428034577,256.6470756258826,258.2104728396951,55242400,QQQ,0.02324851320333221
2020-09-28,269.1736145019531,269.1736145019531,263.8037382607393,268.5715418690375,58438300,QQQ,0.020769096077582372
2020-09-29,267.95977783203125,269.66879623186304,267.3965553509367,268.61036113993134,27050000,QQQ,-0.004509493518403795
2020-09-30,269.7950439453125,272.9509390805684,267.8820847856617,268.1539761042649,49380800,QQQ,0.006849035807275694
2020-10-01,274.0773620605469,274.6891249528994,271.73714081602185,273.6306898034053,50020200,QQQ,0.01587248621254278
2020-10-02,266.36724853515625,274.0676252941207,265.52244445339926,268.02772654529696,75497400,QQQ,-0.028131157814075047
2020-10-05,272.04791259765625,272.36834434022,268.23171367562946,268.3385143785056,28184600,QQQ,0.021326435940378863
2020-10-06,267.1926574707031,273.04805570061416,266.30900325660576,271.3584474417531,49704200,QQQ,-0.01784705892646854
2020-10-07,271.8148193359375,272.61105339161435,269.2512473500619,269.8435999697695,27539700,QQQ,0.017298985342593776
2020-10-08,273.2616882324219,274.2909932273195,272.1935331526417,274.2230129872581,25443300,QQQ,0.005322994897846822
2020-10-09,277.43719482421875,277.51489500135006,274.5240604944257,274.91247247827783,30201100,QQQ,0.015280248829632637
2020-10-12,286.00189208984375,288.84704692145993,281.088406598635,282.13712219426117,79370700,QQQ,0.030870760753804127
2020-10-13,285.9920654296875,288.44880725848105,284.6228888894447,287.80794385438844,64240000,QQQ,-3.435872428836362e-05
2020-10-14,283.6033020019531,287.76909190514704,281.85543346152855,286.7980472418153,36949100,QQQ,-0.008352551404338437
2020-10-15,281.7000732421875,282.29239628457486,278.2431564827993,278.88404954051947,42514200,QQQ,-0.006710883640390519
2020-10-16,280.1561279296875,284.7782807494174,279.8065364130063,283.3508437936644,40570700,QQQ,-0.005480812605868968
2020-10-19,275.58245849609375,283.04010389415123,274.6017235553656,282.07874954418406,36756800,QQQ,-0.016325430635383498
2020-10-20,276.1748352050781,279.2918804907606,274.7571181968323,276.320485987786,32195400,QQQ,0.0021495443222949717
2020-10-21,275.9612731933594,279.0006486996827,275.4757507069548,276.4273854485265,29306100,QQQ,-0.0007732855586214393
2020-10-22,275.95147705078125,277.69937529948226,272.68878106749827,276.79628120238374,32196200,QQQ,-3.549825113058347e-05
2020-10-23,276.4952392578125,276.66032988431624,273.62095544225417,276.524369411439,24658500,QQQ,0.0019704993531568515
2020-10-26,272.34893798828125,277.0390713634335,268.7463700546753,274.2036371242501,38421100,QQQ,-0.014995922825510655
2020-10-27,274.47552490234375,275.3009189036526,272.0867630077002,273.3491093857476,30559100,QQQ,0.007808317263032549
2020-10-28,263.7746276855469,270.5719413883477,263.522146550869,269.96017841366586,53413500,QQQ,-0.03898670827063422
2020-10-29,268.38714599609375,271.3973618362919,264.6291768944689,265.09528917001995,43246300,QQQ,0.017486588270519965
2020-10-30,261.5800476074219,267.27035579457686,259.33693653608293,266.396421419265,65838300,QQQ,-0.025362982133171674
2020-11-02,262.1626892089844,265.6001665096137,259.23983483980845,263.97853826735917,39987400,QQQ,0.002227393132204547
2020-11-03,266.6974182128906,268.8045982293671,262.9977403142727,264.0853056257707,43604100,QQQ,0.017297385137407417
2020-11-04,278.6024475097656,280.4085764863206,273.70837376481865,275.37857188859,75728200,QQQ,0.044638712202949904
2020-11-05,285.8659362792969,286.83698122666266,283.54512463080147,285.0308222149135,52054200,QQQ,0.026071159225105722
2020-11-06,286.0794677734375,286.80775130589836,281.4378752452443,285.20553346127105,40959800,QQQ,0.000746963758326169
2020-11-09,280.2337646484375,290.47830321800376,279.77737248953264,289.03142657632264,86537100,QQQ,-0.020433843681607833
2020-11-10,275.21356201171875,278.35973804389545,272.49461847761955,276.9128906078036,69024900,QQQ,-0.017914338919925554
2020-11-11,281.3699645996094,281.8457670922023,275.17469372881425,277.7479566488635,36102900,QQQ,0.022369546554644293
2020-11-12,280.0492858886719,283.613032980871,278.93259040912073,282.34096679306185,34414600,QQQ,-0.004693744454269733
2020-11-13,282.5060119628906,283.12749476108877,279.53461771459155,281.76803818244395,24806900,QQQ,0.008772477553095293
2020-11-16,284.7103576660156,285.01137919435206,281.59328240714626,282.2050453950353,30168400,QQQ,0.007802827585186245
2020-11-17,283.8071594238281,285.2345959943951,283.16626651113216,284.9044444273564,21843500,QQQ,-0.003172340653819883
2020-11-18,281.7097473144531,284.8753623352666,281.62235685260583,283.2537343755482,28069600,QQQ,-0.007390272020033173
2020-11-19,283.9140625,284.2248039253075,280.4862757932725,281.156299026746,22718400,QQQ,0.007824774281190772
2020-11-20,281.9720153808594,284.5841284638137,281.88462489823246,283.83640494477595,25907300,QQQ,-0.006840263923667433
2020-11-23,281.98175048828125,284.2734022909989,279.72891914619515,282.97220564529556,26875600,QQQ,3.452508366375007e-05
2020-11-24,285.9435729980469,286.43881534545807,281.24371956504257,283.04984872911723,24516800,QQQ,0.014049925227094695
2020-11-25,287.7011413574219,288.342034457433,286.060073336318,287.0117078728074,23326800,QQQ,0.006146556612367071
2020-11-27,290.3521423339844,291.4785579635907,289.27426709535166,289.67239905672494,17163100,QQQ,0.009214426345528715
2020-11-30,290.94439697265625,291.28426853124256,286.24454436326454,290.6725056525735,27836200,QQQ,0.002039780502086419
2020-12-01,294.67327880859375,296.3046567720871,292.11942596497863,293.22643138185134,27521300,QQQ,0.012816475844654063
2020-12-02,295.05194091796875,295.3918124930914,291.6532844346081,293.49826345593164,23620000,QQQ,0.0012850235722288161
2020-12-03,295.469482421875,297.02315988070956,294.7411988912275,295.3626817283344,22828700,QQQ,0.0014151457624957953
2020-12-04,296.67352294921875,296.8192033401876,294.83826414264985,295.5179775534824,19332100,QQQ,0.0040750080768903185
2020-12-07,298.353515625,298.72251739145,296.6735974481379,296.85809833136295,20851000,QQQ,0.0056627657873897785
2020-12-08,299.3633728027344,299.66439428292847,296.1200871264358,297.8776756271555,18341500,QQQ,0.003384767146513701
2020-12-09,292.5855712890625,299.4314267956842,291.51741584508,299.1498450775896,48839300,QQQ,-0.022640717367044427
2020-12-10,293.76043701171875,294.8868524391008,289.45871602911814,290.5462813703331,27519500,QQQ,0.004015460220680334
2020-12-11,293.1098937988281,293.2361343707148,289.8277574655231,292.0999988576719,26760400,QQQ,-0.0022145365097774317
2020-12-14,295.2364807128906,297.1882606853334,294.23630571554895,294.30425633238707,28804800,QQQ,0.0072552546299309295
2020-12-15,298.39239501953125,298.39239501953125,295.3044497219364,297.49902067439155,25709000,QQQ,0.010689445623454974
