Date,Open,High,Low,Close,Volume,Ticker
2024-01-02,160.42924485286434,161.45537114233326,159.0610571364869,160.81878662109375,5652500,TXN
2024-01-03,159.61212990165328,160.09669033270546,157.92090192918036,158.42446899414062,5874900,TXN
2024-01-04,154.3958998881684,157.44581912038123,154.3008812275739,156.2676544189453,6445700,TXN
2024-01-05,156.67623461283725,157.93990766699537,155.96363800696113,156.86627197265625,3087200,TXN
2024-01-08,156.9707734270055,160.25821070491256,156.3911943234003,160.1346893310547,5717500,TXN
2024-01-09,157.72137160611172,162.01595759116003,157.72137160611172,160.22021484375,5018500,TXN
2024-01-10,160.09668798974099,160.1156946233709,156.8757522356166,158.90902709960938,4045200,TXN
2024-01-11,158.82352235513113,159.507616202145,156.79974351623062,157.34132385253906,5635600,TXN
2024-01-12,158.34845889608187,158.87103260135171,155.71659823340582,156.64772033691406,4205000,TXN
2024-01-16,156.20116406616333,157.22730487800882,154.4909438775687,155.7071075439453,6682800,TXN
2024-01-17,154.4529332216886,154.79498016475867,152.29613681683517,154.31991577148438,4079000,TXN
2024-01-18,156.45768978955488,159.0325449209118,155.04199282091204,158.5859832763672,6583700,TXN
2024-01-19,162.37699882271025,166.4245566073911,161.74992486123395,164.98985290527344,13345800,TXN
2024-01-22,165.3223991043895,167.84023444104918,164.96134554750475,166.1110076904297,6850700,TXN
2024-01-23,166.1205264663141,167.76425983316875,165.56944998756592,165.6454620361328,9459400,TXN
2024-01-24,162.74752246704412,164.27723010190545,160.13466880175878,161.58837890625,15100400,TXN
2024-01-25,162.5290247771413,162.9755864580438,158.50998414683315,159.070556640625,7088200,TXN
2024-01-26,157.9113883646618,157.9113883646618,155.13701427713386,155.9066162109375,8800900,TXN
2024-01-29,155.8971096146202,158.02540299594716,155.27951729746195,157.7593536376953,6076600,TXN
2024-01-30,155.99735389972437,156.84006991127205,154.69498125106935,155.18338012695312,4897600,TXN
2024-01-31,153.61284861268433,156.25589211789793,152.5690393824728,153.3351287841797,8665200,TXN
2024-02-01,152.47325433243608,153.0957055567381,150.02173344404704,152.92333984375,6542100,TXN
2024-02-02,151.6688859679926,153.02871381065418,151.0847332330544,152.45413208007812,4922400,TXN
2024-02-05,153.21063282589628,153.21063282589628,150.91232100114232,152.16680908203125,4190100,TXN
