Date,Open,High,Low,Close,Volume,Ticker
2024-01-02,649.307444213681,651.5061742937619,643.2856005722192,644.4246215820312,2657700,COST
2024-01-03,644.9792424089273,649.1786644032394,636.9467929718596,638.5216064453125,2612600,COST
2024-01-04,635.9366384921543,643.6818245100706,634.3816528928563,642.1466064453125,2171100,COST
2024-01-05,649.9016939241545,653.338524564911,645.9993892374579,649.7333374023438,2233500,COST
2024-01-08,649.5352027999705,655.7452307393912,647.7722652873418,655.3589477539062,2245300,COST
2024-01-09,652.5758135546672,660.905319725888,651.9617505765829,660.79638671875,1886200,COST
2024-01-10,663.153786000188,667.382950867815,662.6090603766577,666.3231811523438,1801900,COST
2024-01-11,664.5799222267982,668.0563484817227,661.2520849635723,667.13525390625,1670800,COST
2024-01-12,671.0176887074775,677.1781468108563,669.6409737013313,676.7027587890625,2388400,COST
2024-01-16,676.702799584012,679.9514457985749,671.6713877290756,674.9695434570312,1626700,COST
2024-01-17,673.9890409427705,678.3172243637225,672.6915773157992,677.6437377929688,1786800,COST
2024-01-18,676.2967702389242,681.1399372827144,673.7018429635426,680.73388671875,1900600,COST
2024-01-19,681.9124296045419,689.469430574089,676.1381941384977,688.3204956054688,2267900,COST
2024-01-22,688.776077544809,691.9751533701871,683.9130833125236,685.884033203125,2452900,COST
2024-01-23,684.1112273095107,685.0125543681824,678.0795297065501,681.01123046875,2208600,COST
2024-01-24,682.407633239626,683.3683232422839,676.5838883694989,679.9414672851562,1946500,COST
2024-01-25,679.9316643718263,679.9316643718263,669.4925313746313,673.3948364257812,2751900,COST
2024-01-26,673.5730574292971,680.6645244344752,672.9985899037857,680.3079833984375,1825500,COST
2024-01-29,683.2991504668968,687.4886590311895,679.6939630064719,687.3698120117188,2215400,COST
2024-01-30,686.3100418748016,695.9271596096412,684.1905026104972,694.035400390625,1610500,COST
2024-01-31,694.6098918962217,698.7697190715786,686.4090845689882,688.2315063476562,1928500,COST
2024-02-01,688.3702916255133,699.5786142370561,685.8905715548162,698.7652587890625,2039200,COST
2024-02-02,697.6345241737745,708.4857811849707,696.5632681954373,703.7246704101562,2377400,COST
2024-02-05,704.8753116468836,707.0772739751466,699.9555253110675,705.3910522460938,2276900,COST
2024-02-06,705.460419919065,706.9383232207856,698.6263582192969,705.0239868164062,1920200,COST
2024-02-07,708.3569490323238,717.4525464486317,706.2243652862966,713.9412841796875,2145500,COST
2024-02-08,718.0178149047914,722.2630640406476,714.8139755151668,718.2855834960938,1918500,COST
2024-02-09,719.2576747401392,719.6445255875384,714.2783776357759,717.5317993164062,1426100,COST
2024-02-12,717.6507852816326,717.9284824253917,709.4974348935682,716.5497436523438,1572600,COST
2024-02-13,715.5380883985125,715.9249392424716,703.2882354534096,708.4559936523438,1951100,COST
2024-02-14,710.191855324924,716.6887100498459,705.3018544238746,716.3217163085938,1472500,COST
2024-02-15,715.6372912507502,720.1405016914171,712.4533693926147,718.6328125,1264100,COST
2024-02-16,716.1332283366273,723.1458839661226,712.6715488019914,718.1170043945312,1764900,COST
2024-02-20,722.1242672703441,728.998044012796,717.8393037412753,719.80322265625,2407300,COST
2024-02-21,719.8032313317111,722.8780600275734,714.4272151273152,717.1549072265625,1564200,COST
2024-02-22,719.961875149947,730.079144781593,719.961875149947,728.4425659179688,1801600,COST
2024-02-23,734.116207061518,736.4868341221403,731.1405427966499,731.9439697265625,1265800,COST
2024-02-26,735.98084952817,740.7221029280131,733.0051857160614,739.3036499023438,1707000,COST
2024-02-27,739.948459057206,740.5832819163016,735.3163589791985,738.6689453125,1471300,COST
2024-02-28,737.18117072269,745.7808235299685,737.18117072269,741.8926391601562,1365000,COST
2024-02-29,745.3245377536444,746.4553047151356,736.9629283511241,737.8556518554688,3361200,COST
2024-03-01,734.4335427937463,745.2847997824582,733.2531936687753,743.3605346679688,1678100,COST
2024-03-04,748.9548287136521,758.5364404211434,747.5562326925332,753.0215454101562,2133400,COST
2024-03-05,762.1865404050095,763.0296815073469,750.760032106131,753.7852783203125,2353400,COST
2024-03-06,758.635645376746,768.871876272564,757.4651642602478,766.9674682617188,2400600,COST
2024-03-07,772.7898100410362,780.6951885226997,770.7068695516839,779.21728515625,4187900,COST
2024-03-08,749.9169108262324,750.0855148351416,719.2179650963546,719.6742553710938,8590200,COST
2024-03-11,713.9708520098792,714.1593131391146,705.2422502906304,708.287353515625,3762500,COST
2024-03-12,711.2629758906377,734.0466113693244,711.0943113627012,730.90234375,3727400,COST
2024-03-13,729.0377610755488,730.5255932410091,720.6860801379778,728.2442626953125,2270300,COST
2024-03-14,732.340640040135,734.6715524842308,723.076380038508,726.0123901367188,1826100,COST
2024-03-15,726.5777747951352,726.5777747951352,717.3531685006216,719.74365234375,3390700,COST
2024-03-18,720.2097792631928,727.391098505733,720.1304718200947,725.6056518554688,1595200,COST
2024-03-19,725.8537295557368,729.384848568982,724.0981288859767,726.2306518554688,1322700,COST
2024-03-20,725.0701204750577,736.0701849185137,723.2152947775107,734.7112426757812,1398700,COST
2024-03-21,737.4686930153395,746.207223459192,735.0881377122546,736.5363159179688,2106900,COST
2024-03-22,738.3912426061345,738.7483077884558,728.4227794227085,728.83935546875,1794100,COST
2024-03-25,725.0701713060793,728.204510935666,720.8447184873005,725.030517578125,1604700,COST
2024-03-26,725.0700280285122,728.7400252305066,724.2963264359702,725.0501708984375,1353500,COST
2024-03-27,728.0458265562118,729.9205094948016,721.8465262619661,726.1414184570312,1246700,COST
2024-03-28,727.8970250516495,728.938555941585,722.4119155875234,726.6869506835938,1713300,COST
2024-04-01,725.8240251504973,727.3217858254123,714.3578014614003,715.3893432617188,1600700,COST
