Date,Open,High,Low,Close,Volume,Ticker
2024-01-02,64.05952346554929,65.75589743978838,64.04035866160064,65.55463409423828,7503000,AZN
2024-01-03,64.91249044905163,65.83255435446041,64.6728902451842,65.47794342041016,5437000,AZN
2024-01-04,65.8517278393419,66.46510385718554,65.81339092422432,65.91881561279297,4786000,AZN
2024-01-05,65.4683736444968,66.04342012638614,65.26711030064342,65.53546142578125,5011900,AZN
2024-01-08,65.71755655951702,66.36926953479433,65.48754236589544,66.3309326171875,4250800,AZN
2024-01-09,66.39802258781752,66.66637370790835,66.02424676883108,66.04341888427734,4087400,AZN
2024-01-10,66.2063422873236,66.71429364319947,66.1105036505201,66.67595672607422,7251100,AZN
2024-01-11,66.92513950361322,67.00181333382208,65.9284016469546,66.30217742919922,4612400,AZN
2024-01-12,66.46510826701967,66.70470851838745,66.30218185097422,66.53219604492188,3465400,AZN
2024-01-16,64.27037057277363,64.86458184222899,64.1170302106036,64.47163391113281,5618300,AZN
2024-01-17,63.30238706165538,63.7049137146054,62.97652692925361,63.49406433105469,8365200,AZN
2024-01-18,63.16821262974056,64.01160286686553,63.005278904643625,63.752830505371094,7171000,AZN
2024-01-19,64.10743822538039,64.16493994187492,63.65698861412293,63.77199935913086,7082000,AZN
2024-01-22,64.92208506591201,65.00834496264403,63.91576835083655,64.3470458984375,10160300,AZN
2024-01-23,63.53239923161899,64.04035056022838,63.177788251260125,63.973262786865234,4984200,AZN
2024-01-24,63.954098909486966,64.14577617557461,63.609073980914005,63.82950210571289,5684600,AZN
2024-01-25,63.74325352312743,64.2320327758789,63.58031979352415,64.2320327758789,4491500,AZN
2024-01-26,64.92207656814634,64.98916434037012,64.1841110736846,64.30870056152344,5021600,AZN
2024-01-29,64.46205390362806,64.50996956685965,64.14577981581793,64.39496612548828,4944800,AZN
2024-01-30,64.54830262075298,64.55788867763323,64.15536203289008,64.404541015625,4649400,AZN
